f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
c3,c0,c2,c6,54,4,c0,c0,c0,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,57,0,c6
c7,c0,c0,c2,33,2,c0,c4,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9741999999999997,c1,169,0,c6
c9,c0,c0,c5,41,1,c0,c1,c2,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,179,0,c7
c5,c0,c2,c0,70,1,c0,c3,c1,899.1,5076.2,c1,64.5407,-25.12,-2.9,0.5297999999999999,c1,320,0,c7
c7,c1,c0,c3,27,2,c0,c1,c2,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9766,c1,170,0,c5
c5,c0,c0,c0,80,4,c0,c2,c1,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.5124000000000001,c1,207,0,c7
c1,c1,c0,c3,36,3,c0,c3,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,164,0,c4
c6,c0,c0,c6,47,1,c0,c0,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c1,145,0,c3
c6,c0,c0,c6,39,1,c0,c0,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.976,c1,175,0,c6
c5,c0,c0,c3,57,2,c0,c0,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,73,0,c6
c1,c0,c0,c2,48,2,c0,c4,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.75,c0,57,1,c4
c4,c0,c0,c6,50,1,c0,c4,c0,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4126,c0,183,1,c10
c1,c1,c2,c3,35,2,c0,c1,c0,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,61,0,c4
c1,c1,c2,c0,32,1,c0,c2,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,223,0,c4
c9,c0,c0,c6,39,1,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,191,0,c7
c0,c1,c0,c5,53,2,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,233,0,c4
c1,c1,c0,c2,37,1,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,270,0,c4
c5,c0,c0,c7,62,4,c0,c4,c1,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.5214000000000001,c1,172,0,c7
c10,c0,c0,c3,22,6,c0,c3,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,60,0,c6
c5,c0,c0,c6,72,1,c0,c1,c0,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.5304,c1,370,0,c7
c1,c1,c2,c2,36,1,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,46,0,c4
c2,c1,c0,c6,44,1,c0,c3,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9196000000000004,c1,75,0,c5
c9,c0,c0,c5,37,1,c1,c0,c2,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,331,0,c7
c1,c0,c0,c0,34,5,c0,c4,c0,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c1,204,0,c3
c1,c1,c0,c2,47,1,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,285,0,c4
c4,c0,c0,c2,68,1,c0,c3,c1,899.1,5023.5,c1,64.89909999999999,-26.400000000000002,-3.0,0.4272,c0,97,2,c11
c5,c0,c0,c0,71,2,c0,c0,c1,3.6,5008.7,c0,65.62429999999999,-27.680000000000003,-1.8,0.387,c2,328,1,c3
c0,c0,c0,c3,32,2,c0,c3,c1,899.1,5099.1,c0,64.99009999999998,-40.0,-1.8,1.0541999999999998,c1,115,0,c2
c8,c0,c0,c6,28,4,c1,c3,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7595999999999999,c1,647,0,c4
c0,c1,c0,c3,52,2,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,643,0,c4
c7,c0,c2,c3,36,3,c0,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,79,0,c6
c4,c0,c2,c6,54,3,c0,c0,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c1,138,0,c3
c0,c1,c0,c6,33,1,c0,c2,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,40,0,c6
c7,c0,c0,c3,31,1,c0,c1,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8064,c1,62,0,c4
c4,c1,c0,c6,36,1,c1,c0,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.976,c1,135,0,c5
c1,c0,c0,c2,37,1,c0,c1,c1,899.1,5008.7,c1,65.3583,-27.84,-1.8,0.3822,c0,158,1,c2
c9,c1,c0,c5,48,7,c0,c2,c0,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,216,0,c6
c1,c0,c2,c5,44,11,c0,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,181,0,c6
c0,c1,c0,c3,28,2,c0,c4,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9154,c1,236,0,c4
c7,c1,c0,c2,49,1,c0,c1,c0,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,259,0,c4
c1,c1,c2,c3,50,1,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,326,0,c4
c6,c1,c0,c6,25,2,c0,c0,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,78,0,c4
c0,c0,c0,c3,60,1,c0,c1,c1,899.1,4963.6,c0,66.2207,-39.6,-1.1,0.6222,c0,604,1,c9
c6,c0,c0,c6,58,3,c0,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9796,c1,173,0,c7
c0,c0,c0,c6,42,3,c0,c0,c2,899.1,5076.2,c1,65.07409999999999,-32.64,-2.9,0.729,c1,570,0,c5
c9,c0,c0,c5,38,1,c0,c4,c0,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,109,0,c7
c0,c0,c2,c6,36,3,c0,c1,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9766,c1,352,0,c6
c4,c0,c0,c6,34,1,c1,c0,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c1,107,0,c3
c6,c0,c0,c6,31,1,c0,c4,c2,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4126,c0,906,1,c10
c9,c1,c0,c5,27,1,c0,c1,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,125,0,c4
c1,c1,c2,c1,34,2,c0,c2,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9148,c1,175,0,c4
c1,c0,c2,c2,46,1,c0,c3,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,155,0,c6
c0,c0,c0,c6,29,1,c1,c0,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,164,0,c7
c6,c1,c0,c5,44,2,c0,c4,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4126,c1,47,0,c10
c1,c1,c0,c3,37,2,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,262,0,c4
c1,c0,c0,c1,33,3,c1,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,289,0,c6
c9,c0,c0,c5,38,1,c0,c4,c2,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4126,c1,119,0,c10
c2,c0,c0,c6,55,1,c0,c4,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4126,c1,252,0,c10
c4,c0,c0,c6,24,1,c0,c3,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.846,c1,91,0,c3
c10,c1,c2,c6,39,8,c0,c3,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,21,0,c5
c5,c0,c0,c3,59,2,c0,c2,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9801999999999995,c1,292,0,c7
c4,c1,c2,c6,44,4,c0,c4,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9753999999999996,c1,16,0,c5
c9,c1,c0,c5,37,1,c0,c3,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,322,0,c4
c2,c0,c0,c6,36,1,c1,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,56,0,c6
c9,c0,c0,c2,24,1,c0,c2,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,74,0,c6
c1,c0,c0,c1,36,4,c0,c1,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9766,c1,864,0,c6
c8,c0,c0,c3,22,2,c0,c4,c2,899.1,5017.5,c0,64.70169999999999,-21.52,-3.4,0.44340000000000007,c0,154,1,c9
c9,c0,c0,c3,33,2,c0,c0,c2,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,129,0,c7
c7,c0,c0,c3,31,2,c0,c3,c2,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,452,0,c10
c0,c0,c0,c3,40,6,c0,c1,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.8064,c1,18,0,c4
c9,c0,c0,c3,32,3,c0,c1,c2,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,78,0,c7
c0,c1,c0,c3,47,11,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9148,c1,465,0,c4
c0,c0,c0,c6,45,5,c0,c0,c0,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,390,0,c7
c1,c0,c0,c3,33,4,c0,c2,c2,899.1,5099.1,c1,64.99009999999998,-40.0,-1.8,0.9611999999999998,c0,203,1,c2
c7,c0,c0,c3,33,1,c0,c0,c2,899.1,5076.2,c0,65.07409999999999,-32.64,-2.9,0.7595999999999999,c0,144,1,c5
c1,c0,c2,c0,59,3,c0,c0,c0,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,254,0,c6
c9,c1,c0,c6,43,2,c1,c1,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7746,c1,1100,0,c4
c1,c0,c2,c2,54,2,c0,c0,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,140,0,c7
c7,c0,c0,c3,31,1,c0,c0,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7794000000000001,c1,206,0,c4
c8,c1,c0,c2,19,2,c0,c0,c2,899.1,5076.2,c1,64.5407,-25.12,-2.9,0.5304,c1,85,0,c7
c2,c1,c0,c6,37,2,c1,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,253,0,c4
c8,c1,c2,c2,28,1,c0,c1,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,354,0,c4
c1,c0,c0,c2,25,1,c0,c2,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,439,0,c6
c9,c0,c2,c6,30,1,c0,c3,c2,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9808,c1,133,0,c7
c0,c0,c0,c3,26,2,c0,c1,c2,5.4,5008.7,c0,65.3583,-27.84,-1.8,0.3912,c2,273,1,c2
c0,c1,c2,c3,44,1,c0,c2,c0,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,800,0,c4
c9,c0,c0,c5,32,2,c2,c0,c1,899.1,5076.2,c2,65.07409999999999,-32.64,-2.9,0.7595999999999999,c0,210,1,c5
c1,c1,c2,c2,37,3,c0,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9183999999999997,c1,343,0,c4
c1,c0,c0,c2,31,3,c1,c0,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.976,c1,199,0,c6
c9,c0,c0,c3,29,4,c0,c2,c2,10.8,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7686,c2,68,1,c4
c0,c0,c0,c3,31,2,c0,c4,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,595,0,c6
c1,c0,c2,c1,33,2,c1,c4,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9778,c1,184,0,c6
c9,c1,c0,c3,41,1,c0,c0,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,181,0,c4
c10,c0,c0,c6,49,1,c0,c3,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.819,c0,171,1,c3
c0,c0,c0,c3,43,2,c0,c4,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.843,c0,192,1,c3
c1,c1,c2,c2,39,4,c2,c4,c1,899.1,5099.1,c2,65.02509999999998,-36.96,-1.8,0.7878000000000001,c1,143,0,c4
c2,c1,c0,c6,42,1,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9148,c1,148,0,c4
c0,c0,c0,c6,30,2,c0,c4,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9741999999999997,c1,84,0,c6
c8,c0,c0,c3,25,2,c0,c0,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7464,c1,18,0,c4
c0,c1,c0,c3,31,5,c0,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,99,0,c6
c4,c1,c2,c1,38,3,c0,c0,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9766,c1,166,0,c5
c7,c1,c2,c6,29,1,c1,c1,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9183999999999997,c1,235,0,c5
c7,c0,c0,c3,52,1,c0,c4,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c0,121,1,c4
c2,c0,c0,c4,51,3,c0,c3,c1,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.846,c1,838,0,c3
c9,c1,c0,c5,36,1,c1,c3,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,385,0,c5
c4,c0,c0,c6,33,6,c0,c1,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8064,c1,35,0,c4
c0,c0,c0,c6,25,2,c0,c1,c2,899.1,5076.2,c1,65.07409999999999,-32.64,-2.9,0.7572,c1,93,0,c5
c1,c1,c0,c1,41,3,c0,c3,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.916,c1,37,0,c4
c0,c0,c0,c2,47,2,c1,c3,c2,5.4,4991.6,c1,65.9505,-32.24,-1.7,0.5075999999999999,c2,392,1,c6
c2,c1,c0,c6,27,3,c0,c1,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,259,0,c5
c1,c0,c0,c2,23,1,c0,c0,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7794000000000001,c1,285,0,c4
c7,c0,c0,c3,41,1,c0,c4,c1,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.843,c1,464,0,c3
c9,c0,c0,c6,30,3,c0,c0,c2,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,62,0,c7
c6,c0,c0,c3,49,3,c0,c4,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.75,c1,309,0,c4
c9,c0,c0,c5,38,1,c0,c3,c1,899.1,5099.1,c0,64.99009999999998,-40.0,-1.8,1.0541999999999998,c1,106,0,c2
c0,c0,c0,c3,29,3,c1,c3,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9808,c1,130,0,c6
c4,c1,c2,c7,45,3,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9135999999999997,c1,121,0,c4
c1,c1,c2,c2,33,1,c0,c2,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,254,0,c4
c5,c0,c0,c5,74,2,c0,c3,c1,2.7,5017.5,c1,64.70169999999999,-21.52,-3.4,0.444,c2,96,1,c9
c8,c0,c0,c5,32,2,c0,c0,c1,899.1,5076.2,c1,64.5407,-25.12,-2.9,0.5304,c1,540,0,c7
c7,c0,c2,c1,50,1,c0,c3,c2,899.1,5099.1,c0,65.1525,-37.68,-1.8,0.846,c1,169,0,c3
c1,c1,c0,c2,27,2,c0,c2,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9183999999999997,c1,298,0,c5
c9,c0,c0,c5,37,1,c2,c1,c0,899.1,5228.1,c2,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,417,0,c7
c0,c1,c0,c6,34,3,c1,c0,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.8124,c1,75,0,c4
c4,c0,c0,c6,45,1,c1,c1,c0,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9766,c1,192,0,c6
c9,c0,c0,c5,34,1,c0,c4,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,36,0,c7
c0,c1,c0,c3,38,2,c0,c1,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9183999999999997,c1,147,0,c5
c0,c1,c0,c6,37,2,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9135999999999997,c1,1376,0,c4
c1,c1,c0,c3,44,5,c0,c0,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,13,0,c4
c0,c0,c0,c6,44,5,c0,c4,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4126,c1,77,0,c10
c6,c0,c0,c7,24,2,c1,c3,c2,899.1,5076.2,c0,64.72829999999999,-26.880000000000003,-2.9,0.6432,c1,342,0,c6
c5,c0,c2,c1,60,13,c0,c1,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9766,c1,122,0,c6
c0,c0,c0,c3,25,2,c0,c0,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.976,c1,270,0,c6
c9,c0,c0,c5,51,2,c0,c0,c1,899.1,4963.6,c1,65.93929999999999,-30.0,-1.1,0.5292,c0,841,2,c8
c4,c0,c0,c6,29,4,c0,c3,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9808,c1,196,0,c6
c9,c0,c0,c5,29,1,c0,c3,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4456,c0,179,1,c10
c4,c0,c0,c6,26,1,c0,c1,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,201,0,c6
c10,c1,c0,c0,51,5,c1,c2,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9183999999999997,c1,85,0,c5
c0,c1,c2,c3,32,3,c0,c0,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9148,c1,35,0,c4
c9,c0,c0,c5,47,4,c0,c3,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4456,c1,329,0,c10
c5,c0,c2,c0,85,3,c0,c0,c0,5.4,5023.5,c1,64.89909999999999,-26.400000000000002,-3.0,0.429,c2,321,1,c11
c0,c1,c0,c3,26,7,c0,c0,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9142,c1,109,0,c4
c9,c1,c0,c5,38,1,c0,c3,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,436,0,c4
c9,c1,c0,c6,36,1,c0,c0,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9766,c1,196,0,c5
c7,c1,c2,c3,47,1,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9135999999999997,c1,281,0,c4
c5,c0,c0,c0,63,1,c0,c3,c1,899.1,4991.6,c0,65.8189,-30.64,-1.7,0.5424,c1,163,0,c7
c1,c1,c0,c0,35,1,c0,c3,c2,899.1,5228.1,c1,66.1255,-33.44,1.4,2.9766,c1,155,0,c5
c1,c1,c2,c5,44,2,c0,c0,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,29,0,c4
c9,c0,c0,c3,27,1,c0,c4,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9772,c1,784,0,c6
c1,c0,c2,c0,57,1,c0,c2,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,109,0,c7
c1,c0,c2,c3,45,6,c0,c0,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7464,c0,29,1,c4
c9,c0,c2,c5,43,4,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9789999999999996,c1,471,0,c7
c4,c1,c0,c6,40,1,c2,c3,c1,899.1,5228.1,c2,66.1255,-33.44,1.4,2.9196000000000004,c1,315,0,c5
c7,c1,c2,c3,36,3,c0,c1,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,318,0,c4
c4,c1,c2,c6,52,1,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,311,0,c4
c6,c0,c0,c5,54,1,c0,c4,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9796,c1,309,0,c7
c10,c1,c2,c1,27,8,c1,c2,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,399,0,c6
c4,c1,c0,c6,42,2,c0,c2,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9772,c1,50,0,c5
c7,c1,c2,c3,51,3,c0,c0,c2,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9766,c1,329,0,c5
c1,c0,c0,c3,27,3,c0,c1,c2,899.1,4963.6,c1,66.2207,-39.6,-1.1,0.5892,c0,209,1,c9
c0,c1,c0,c2,52,2,c0,c2,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9154,c1,264,0,c4
c0,c0,c0,c6,32,4,c0,c0,c2,899.1,4963.6,c1,65.93929999999999,-30.0,-1.1,0.5274,c1,990,0,c8
c9,c0,c0,c5,49,2,c0,c4,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9741999999999997,c1,579,0,c6
c10,c0,c0,c2,46,3,c0,c0,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.976,c1,241,0,c6
c0,c1,c0,c6,30,1,c0,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9148,c1,573,0,c4
c4,c1,c0,c6,24,4,c0,c3,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7595999999999999,c1,921,0,c4
c7,c1,c0,c3,33,1,c1,c2,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9148,c1,425,0,c4
c9,c0,c0,c5,33,2,c0,c0,c0,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9819999999999998,c1,170,0,c7
c9,c0,c2,c5,42,2,c0,c2,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9783999999999997,c1,71,0,c7
c1,c0,c2,c3,49,1,c0,c0,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.5145999999999997,c1,80,0,c10
c1,c1,c2,c2,39,3,c1,c4,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9183999999999997,c1,97,0,c4
c0,c0,c0,c3,31,2,c0,c2,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,106,0,c6
c1,c0,c0,c2,45,1,c0,c2,c1,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9778,c1,73,0,c6
c1,c1,c2,c2,30,3,c0,c3,c2,899.1,5191.0,c1,65.7958,-29.12,1.1,2.916,c1,578,0,c4
c9,c1,c0,c5,41,2,c0,c4,c2,899.1,5191.0,c0,65.7958,-29.12,1.1,2.9142,c1,139,0,c4
c1,c0,c0,c2,44,2,c0,c1,c2,899.1,5099.1,c1,65.1525,-37.68,-1.8,0.8718,c1,581,0,c3
c1,c0,c0,c6,31,2,c0,c2,c2,899.1,5076.2,c0,64.5407,-25.12,-2.9,0.5274,c1,174,0,c7
c4,c0,c0,c5,32,2,c0,c1,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7746,c0,134,1,c4
c5,c0,c0,c5,54,8,c0,c0,c0,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7464,c1,44,0,c4
c0,c0,c0,c6,45,1,c0,c3,c1,899.1,5076.2,c0,64.72829999999999,-26.880000000000003,-2.9,0.6432,c1,252,0,c6
c7,c0,c0,c1,43,1,c0,c4,c1,899.1,5195.8,c1,65.24,-33.6,-0.1,2.4126,c1,158,0,c10
c2,c1,c2,c1,40,2,c0,c3,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.9196000000000004,c1,85,0,c5
c4,c1,c0,c3,52,3,c2,c0,c0,899.1,5191.0,c2,65.7958,-29.12,1.1,2.9148,c1,259,0,c4
c0,c0,c0,c6,28,1,c0,c0,c2,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.7464,c0,192,1,c4
c0,c0,c0,c3,27,1,c0,c4,c2,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7878000000000001,c0,340,1,c4
c0,c1,c0,c3,41,2,c0,c3,c1,899.1,5191.0,c0,65.7958,-29.12,1.1,2.916,c1,135,0,c4
c0,c0,c2,c3,27,1,c0,c3,c2,899.1,5228.1,c1,65.7426,-34.160000000000004,1.4,2.9748,c1,97,0,c6
c4,c0,c0,c6,30,1,c0,c4,c1,899.1,5099.1,c0,65.02509999999998,-36.96,-1.8,0.75,c0,67,1,c4
c0,c0,c0,c6,30,1,c0,c0,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9819999999999998,c1,160,0,c7
c4,c0,c0,c3,48,1,c0,c1,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,154,0,c6
c0,c0,c0,c6,30,1,c0,c3,c1,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,136,0,c7
c2,c0,c2,c1,51,3,c0,c4,c1,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9772,c1,141,0,c6
c0,c0,c0,c6,44,2,c0,c4,c1,899.1,5195.8,c0,65.24,-33.6,-0.1,2.4126,c1,135,0,c10
c7,c1,c2,c3,43,2,c0,c0,c1,899.1,5228.1,c0,66.1255,-33.44,1.4,2.919,c1,178,0,c5
c0,c0,c0,c3,33,1,c0,c1,c1,899.1,5228.1,c0,65.4108,-28.880000000000003,1.4,2.9778,c1,210,0,c7
c1,c1,c0,c1,40,4,c0,c0,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.976,c1,104,0,c5
c9,c0,c0,c6,45,1,c0,c0,c0,899.1,5228.1,c1,65.4108,-28.880000000000003,1.4,2.9778,c1,100,0,c7
c1,c1,c0,c0,48,1,c0,c1,c1,899.1,5191.0,c1,65.7958,-29.12,1.1,2.9135999999999997,c1,36,0,c4
c0,c0,c0,c3,30,1,c0,c1,c2,899.1,5228.1,c0,65.7426,-34.160000000000004,1.4,2.9766,c1,176,0,c6
c10,c1,c0,c6,35,4,c0,c0,c1,899.1,5228.1,c1,66.1255,-33.44,1.4,2.976,c1,82,0,c5
c1,c0,c0,c0,36,1,c1,c3,c1,899.1,5099.1,c1,65.02509999999998,-36.96,-1.8,0.7961999999999999,c1,490,0,c4
